# Additional sources to be added to the final parent catalog based on VI.
#
OBJNAME,SREGION,RA,DEC,DIAM_LIT,PA_LIT,BA_LIT,MAG_LIT,COMMENT
2MASXJ11130171+2845012,dr11-south,168.25718303436705,28.750390379129662,0.873,174.905,0.799,16.02,SGA2020 nocuts missing
PGC1312100,dr11-south,228.9646098461982,7.016926731723019,0.854,104.445,0.929,16.247,SGA2020 nocuts missing
PGC154042,dr11-south,142.4025639441181,-16.20693655568558,0.851,4.558,0.345,16.53,SGA2020 nocuts missing
PGC1565499,dr11-south,155.29831778363248,18.636376492333323,0.849,141.583,0.589,17.356,SGA2020 nocuts missing
SDSSJ122542.56+264834.5,dr11-south,186.426525981442,26.80993260073634,0.848,77.675,0.668,16.556,SGA2020 nocuts missing
PGC026638,dr11-south,141.02209941662844,14.17264319389424,0.839,104.57,0.748,18.249,SGA2020 nocuts missing
PGC050352,dr11-south,211.75165409771773,28.454069065409985,0.828,7.364,0.707,15.458,SGA2020 nocuts missing
PGC1660828,dr11-south,255.82030127593802,21.96470833429083,0.826,179.741,0.716,15.7,SGA2020 nocuts missing
PGC026466,dr11-south,140.31484924704785,10.294723108689592,0.824,0.0,0.968,15.51,SGA2020 nocuts missing
PGC158791,dr11-south,200.56721844583598,-2.920500843574713,0.821,9.02,0.605,16.844,SGA2020 nocuts missing
SDSSJ130839.96+095305.2,dr11-south,197.16548734836337,9.886005402955176,0.807,124.984,0.877,17.51,SGA2020 nocuts missing
SDSSJ004710.56-090502.2,dr11-south,11.794446188559855,-9.084255152705058,0.807,126.75,0.34,17.648,SGA2020 nocuts missing
PGC1506665,dr11-south,148.73098832219327,16.34979096252121,0.804,161.607,0.463,16.621,SGA2020 nocuts missing
PGC166828,dr11-south,18.40660832028227,0.423763736577865,0.8,76.09,0.229,17.818,SGA2020 nocuts missing
PGC003843,dr11-south,16.222063485786332,-11.192724439999392,0.787,84.237,0.79,17.46,SGA2020 nocuts missing
PGC1063319,dr11-south,154.91328543981288,-4.066697524052607,0.775,117.329,0.891,16.03,SGA2020 nocuts missing
SDSSJ145023.20+205552.6,dr11-south,222.59507726864635,20.930129038947044,0.773,79.175,0.86,17.463,SGA2020 nocuts missing
SDSSJ134640.55+271438.2,dr11-south,206.6691043109503,27.243988279957208,0.767,170.153,0.584,17.154,SGA2020 nocuts missing
PGC1597396,dr11-south,346.4340968126933,19.56980527858655,0.763,38.133,0.688,17.08,SGA2020 nocuts missing
SDSSJ020919.29-095202.7,dr11-south,32.33019492309202,-9.867613403747173,0.757,43.346,0.432,20.777,SGA2020 nocuts missing
PGC1349453,dr11-south,200.18897870914637,8.572292503154287,0.756,177.762,0.457,16.523,SGA2020 nocuts missing
PGC1079022,dr11-south,139.0802196076554,-2.9621302722372116,0.755,150.511,0.618,17.84,SGA2020 nocuts missing
PGC1117193,dr11-south,166.43060459726004,-1.5016868270752566,0.749,153.25,0.395,16.525,SGA2020 nocuts missing
PGC1304047,dr11-south,134.88815813533432,6.60680801255339,0.743,178.308,0.373,17.407,SGA2020 nocuts missing
IC3917,dr11-south,194.2230780530489,22.373585460653338,0.739,165.044,0.786,15.624,SGA2020 nocuts missing
PGC172049,,6.588736840485209,0.1541431023198339,0.738,154.938,0.374,16.657,SGA2020 nocuts missing
PGC1527962,dr11-south,114.99752390845882,17.236536306876985,0.736,90.25,0.874,15.83,SGA2020 nocuts missing
PGC1601947,dr11-south,353.6253280672977,19.69013028767408,0.731,135.778,0.782,17.08,SGA2020 nocuts missing
PGC1856745,dr11-south,213.88938726654422,29.13544018048361,0.729,8.114,0.691,17.645,SGA2020 nocuts missing
PGC014219,dr11-south,59.73819996367313,-45.90143973833096,0.726,141.037,0.417,16.62,SGA2020 nocuts missing
PGC040438,dr11-south,186.23545518887596,21.360073202464154,0.724,25.804,0.468,16.897,SGA2020 nocuts missing
PGC029235,dr11-south,151.1984059332221,14.779304147296395,0.722,18.395,0.721,15.984,SGA2020 nocuts missing
PGC012328,dr11-south,49.68250217280933,-44.19650705841559,0.721,116.641,0.518,16.88,SGA2020 nocuts missing
PGC1472206,dr11-south,134.68615946590882,14.98499114843541,0.717,117.29,0.205,18.057,SGA2020 nocuts missing
PGC1402096,dr11-south,17.71589547648153,11.997821488250002,0.713,126.241,0.679,18.063,SGA2020 nocuts missing
PGC1530809,dr11-south,206.37933382056238,17.356345165841994,0.713,33.456,0.681,17.922,SGA2020 nocuts missing
PGC1320681,dr11-south,152.12208587135066,7.391360648533849,0.709,32.682,0.331,17.546,SGA2020 nocuts missing
PGC1821971,dr11-south,167.96600286902603,27.93783684545194,0.709,162.519,0.765,16.407,SGA2020 nocuts missing
PGC1464418,dr11-south,19.649342146336945,14.683466237623174,0.707,177.569,0.414,17.038,SGA2020 nocuts missing
PGC023048,dr11-south,123.3489826436565,7.568216607448001,0.707,166.517,0.609,17.117,SGA2020 nocuts missing
PGC031078,dr11-south,157.90761626543008,18.202883130782833,0.707,66.008,0.759,15.833,SGA2020 nocuts missing
PGC134823,dr11-south,28.092394111037187,-19.07318340203272,0.706,82.421,0.522,16.54,SGA2020 nocuts missing
PGC1317921,dr11-south,229.34737631501557,7.27718667471522,0.704,2.626,0.714,16.647,SGA2020 nocuts missing
PGC1230597,dr11-south,197.3671718742258,2.5554082622431253,0.702,26.885,0.373,16.69,SGA2020 nocuts missing
PGC1299682,dr11-south,232.94540458208698,6.382782614285272,0.701,121.228,0.881,16.467,SGA2020 nocuts missing
SDSSJ075200.65+154530.6,dr11-south,118.00278099512133,15.758454022378329,0.699,61.413,0.75,16.757,SGA2020 nocuts missing
2MASXJ14253638+0035255,dr11-south,216.40163826934156,0.5903894131306615,0.696,23.573,0.636,17.508,SGA2020 nocuts missing
PGC215035,dr11-south,45.06314316391383,-10.804996600702408,0.696,142.786,0.635,16.48,SGA2020 nocuts missing
PGC1406455,dr11-south,190.28350079466895,12.26244072464501,0.692,8.774,0.802,16.967,SGA2020 nocuts missing
KUG1113+237,dr11-south,169.0337434987172,23.487552582366412,0.691,36.203,0.391,17.049,SGA2020 nocuts missing
PGC1629272,dr11-south,172.88992410612838,20.507042778683946,0.689,73.886,0.325,16.899,SGA2020 nocuts missing
PGC039491,dr11-south,184.51889916952243,23.583183204352395,0.688,176.836,0.868,16.415,SGA2020 nocuts missing
SDSSJ100602.51+071131.8,dr11-south,151.51046495045688,7.192296886665564,0.688,111.407,0.388,16.912,SGA2020 nocuts missing
PGC1019236,dr11-south,356.0951239241452,-7.4238909196281035,0.686,31.232,0.755,16.71,SGA2020 nocuts missing
PGC196806,dr11-south,357.50368370018117,-38.61739872163057,0.683,122.66,0.433,16.75,SGA2020 nocuts missing
PGC1492335,dr11-south,172.72863275609058,15.745236346269515,0.677,109.142,0.604,17.125,SGA2020 nocuts missing
PGC482214,dr11-south,3.2978400572240867,-48.93175563036045,0.676,144.054,0.285,18.39,SGA2020 nocuts missing
PGC736170,dr11-south,2.4299442691987836,-28.88915621241127,0.676,141.087,0.207,18.245,SGA2020 nocuts missing
PGC197439,dr11-south,359.1950881876524,-44.07827357847668,0.672,121.533,0.535,17.54,SGA2020 nocuts missing
PGC1371190,dr11-south,196.84138696068754,9.869247959454889,0.672,155.229,0.875,16.46,SGA2020 nocuts missing
PGC095064,dr11-south,10.23359802502712,-44.79048880702197,0.3705462,70.33937,0.8048339,16.0,SGA2020 nocuts missing
PGC035445,dr11-south,172.54319844967853,20.521437786242508,0.43342108,137.41156,0.50158745,17.441,SGA2020 nocuts missing
PGC003291,dr11-south,13.936414076712454,0.6378206887267678,0.48855114,18.666409,0.6275817,16.717,SGA2020 nocuts missing
VII Zw 785,dr9-north,274.88291666666663,66.30972222222222,0.7,0.0,1.0,10.0,SGA2020 nocuts missing
VII Zw 785 NOTES02,dr9-north,274.87974999999994,66.31072222222222,0.7,125.0,0.4,10.715,SGA2020 nocuts missing
ZwCl 1710.4+6401 B,dr9-north,258.14533333333327,64.07069444444444,0.6,82.0,0.82,11.313,VI added
UGC 03781 NED01,dr9-north,109.49791666666665,40.98686111111111,1.5,90.0,0.68,12.682,SGA2020 nocuts missing
KUG 1206+425,dr9-north,182.17991666666666,42.24977777777778,0.56,120.0,0.86,12.0,SGA2020 nocuts missing
PGC038575,dr9-north,182.207908,42.248693,1.544,142.239,0.783,13.021,SGA2020 nocuts missing
WISEA J071012.67+425549.6,dr9-north,107.55287499999999,42.930388888888885,0.5,90.0,1.0,13.367,Dropped after vicuts
WISEA J183726.21+491519.1,dr9-north,279.35908333333333,49.25530555555556,0.6,75.0,0.74,12.486,Dropped after vicuts
KUG 1315+340A,,199.51149999999998,33.831027777777784,0.5,165.0,0.5,13.57,Dropped after vicuts
WISEA J152621.86+702410.1,dr9-north,231.5907083333333,70.403,0.5,165.0,0.7,12.831,Dropped after vicuts
WISEA J113003.24-052302.0,dr11-south,172.51358333333332,-5.383944444444444,0.5,15.0,0.98,13.009,Dropped after vicuts
WISEA J163944.04+144451.9,dr11-south,249.93345833333325,14.747777777777777,0.6,135.0,0.76,12.784,Dropped after vicuts
PGC1457587,dr11-south,351.0265828752153,14.418256550743347,0.55780107,121.6301,0.9009015,16.922,SGA2020 nocuts missing
PGC3089629,dr11-south,335.18302599896816,24.774681003218454,0.48407203,85.2,0.5440168,17.36,SGA2020 nocuts missing
WISEA J100750.77-000909.8,dr11-south,151.96149999999997,-0.15277777777777776,0.4,90.0,1.0,13.722,Dropped after vicuts
LCRS B224239.7-451731,dr11-south,341.397991,-45.028522,0.5,0.0,1.0,13.0,VI added
WISEA J015328.05-165847.3,dr11-south,28.36683333333333,-16.979833333333332,0.5,90.0,1.0,13.998,Dropped after vicuts
WISEA J054937.44-252019.5,dr11-south,87.40604166666665,-25.338777777777775,0.5,90.0,0.92,12.779,Dropped after vicuts
PGC1411526,dr11-south,328.9326100400395,12.547610066949447,0.4769193,28.253443,0.70097774,18.748,SGA2020 nocuts missing
PGC071356,dr11-south,351.1337378471977,14.639430415092844,0.84783214,117.95541,0.96552217,16.267,SGA2020 nocuts missing
WISEA J052139.20-404437.6,dr11-south,80.41333333333333,-40.74377777777778,0.6,25.0,0.66,12.555,Dropped after vicuts
PGC594370,dr11-south,77.87075164560335,-39.76351132388129,0.44227448,22.520191,0.5301353,17.47,SGA2020 nocuts missing
WISEA J020256.69-314607.0,dr11-south,30.736374999999995,-31.76908333333333,0.5,0.0,1.0,18.22,Dropped after vicuts
ESO 186-IG 051 NED03,dr11-south,307.0807916666666,-52.682944444444445,0.4,155.0,0.56,12.774,Dropped after vicuts
WISEA J101935.73+140226.6,dr11-south,154.898875,14.040722222222222,0.7,25.0,0.86,13.249,Dropped after vicuts
2MASX J07485257+2954211,dr11-south,117.21916666666665,29.905916666666666,0.5,35.0,0.76,11.876,Dropped after nocuts
2MASS J14123597+2627383,dr11-south,213.149877,26.460653,0.9,0.0,1.0,12.0,VI added
WISEA J141232.71+262738.5,dr11-south,213.13629166666664,26.46072222222222,0.6,130.0,0.86,13.131,Dropped after nocuts
WISEA J055033.99-354945.2,dr11-south,87.641638,-35.829238,0.7,0.0,1.0,13.0,VI added
WISEA J020944.13-265421.4,dr11-south,32.43391666666666,-26.906,0.8,10.0,0.8,12.392,Dropped after vicuts
WISEA J020942.46-265356.6,dr11-south,32.42679166666667,-26.898944444444442,0.6,130.0,0.564,13.792,Dropped after vicuts
WISEA J233241.46-625741.8,dr11-south,353.17266666666666,-62.96163888888889,0.7,90.0,1.0,13.49,Dropped after vicuts
PGC034949,dr11-south,170.77413271146514,5.577557638430246,0.74842536,61.279778,0.5933743,16.015,SGA2020 nocuts missing
UGC 09384 NED02,dr11-south,218.76745833333334,26.54088888888889,0.75,55.0,0.86,12.377,Dropped after vicuts
WISEA J213835.80-512427.3,dr11-south,324.649178,-51.407608,0.5,0.0,1.0,16.0,VI added
PGC456603,dr11-south,324.6790567694844,-51.41346483268761,0.39255533,172.78166,0.72577137,17.25,SGA2020 nocuts missing
WISEA J094147.02+145657.3,dr11-south,145.446,14.949222222222222,0.6,135.0,0.78,13.099,Dropped after vicuts
2MASXJ11163856+2918466,,169.16074013145106,29.313078880110943,0.5021357,44.823,0.52139246,17.178,SGA2020 nocuts missing
WISEA J005233.92+060009.6,dr11-south,13.14134,6.002639,0.731,132.335,0.83,18.0,SGA2020 nocuts missing
PGC049523,dr11-south,208.88253851776452,25.126599574102745,0.7298988,155.76,0.9022229,15.674,SGA2020 nocuts missing
2MASXJ13552785+2506555,dr11-south,208.86591373149287,25.115401800060138,0.46752542,167.9,0.96901876,17.024,SGA2020 nocuts missing
WISEA J223609.64-461416.5,dr11-south,339.04033333333336,-46.23791666666667,0.5,35.0,0.66,13.864,Dropped after vicuts
WISEA J234631.65+143230.6,dr11-south,356.631875,14.541833333333333,0.5,35.0,0.8,13.225,Dropped after vicuts
SDSSJ234640.10+143103.8,dr11-south,356.66702746129226,14.517699035254426,0.48181903,84.23,0.53630936,17.767,SGA2020 nocuts missing
PGC1431928,dr11-south,190.0475563163265,13.474668093624802,0.4364254,0.39868778,113.46686,17.708,SGA2020 nocuts missing
WISEA J141325.34+083800.7,dr11-south,213.35562499999997,8.633555555555555,0.5,129.0,0.972,17.003,SGA2020 nocuts missing
WISEA J221952.01-455150.0,dr11-south,334.96674999999993,-45.86377777777778,0.6,90.0,1.0,13.729,Dropped after vicuts
PGC014738,dr11-south,63.81597707746768,-45.58205643592032,0.35822093,56.867393,0.81901324,18.33,SGA2020 nocuts missing
PGC555397,dr11-south,65.75699304445028,-42.94783966186214,0.42355514,175.0,0.7943282,16.93,SGA2020 nocuts missing
WISEA J030007.72-370001.3,dr11-south,45.03212499999999,-37.000416666666666,0.7,115.0,0.78,13.254,Dropped after vicuts
WISEA J004536.15-490753.8,dr11-south,11.400666666666664,-49.13169444444444,0.6,105.0,0.82,13.742,Dropped after vicuts
WISEA J010952.10+025054.6,dr11-south,17.46670833333333,2.848638888888889,0.6,0.0,1.0,15.0,Dropped after vicuts
WISEA J140650.22+061715.9,dr11-south,211.70924999999997,6.287722222222222,0.68,130.0,0.64,12.778,Dropped after vicuts
WISEA J005128.17-282746.5,dr11-south,12.867333333333331,-28.462888888888887,0.5,160.0,0.62,13.307,Dropped after vicuts
WISEA J005115.63-283132.9,dr11-south,12.815166666666665,-28.52586111111111,0.5,130.0,0.82,12.949,Dropped after vicuts
PGC1239374,dr11-south,16.375638485160486,2.8614911059919246,0.45610815,36.62993,0.39522582,17.45,SGA2020 nocuts missing
WISEA J002257.65-342926.1,dr11-south,5.740124999999999,-34.49058333333333,0.17333333,90.0,1.0,13.423,Dropped after vicuts
2MASXJ01224286-0003193,dr11-south,20.6785585850909,-0.055462330166117325,0.4427409,6.7895865,0.7528277,16.77,SGA2020 nocuts missing
WISEA J012418.30-011425.6,dr11-south,21.076291666666663,-1.2404444444444445,0.6,125.0,0.74,13.308,Dropped after vicuts
PGC075415,dr11-south,86.59837740440014,-26.32054187646213,0.41722926,117.03601,0.73684704,17.11,SGA2020 nocuts missing
WISEA J000903.79-484902.1,dr11-south,2.2658749999999994,-48.81722222222223,0.5,20.0,0.86,13.943,Dropped after vicuts
WISEA J025348.39-534548.6,dr11-south,43.45162499999999,-53.7635,0.4,90.0,1.0,13.906,Dropped after vicuts
WISEA J223537.63-455628.6,dr11-south,338.90645833333326,-45.94166666666666,0.4,50.0,0.48,13.015,Dropped after vicuts
UGC 01750,dr11-south,34.097333333333324,31.999472222222224,2.062,70.738,0.309,14.55,SGA2020 in nocuts
WISEA J190016.46+695701.0,dr9-north,285.06895833333334,69.95005555555556,1.0,139.853,0.571,11.565,SGA2020 in nocuts
LEDA 2480087,dr9-north,292.11449999999996,54.78069444444444,1.831,14.588,0.578,-99.0,SGA2020 in nocuts
WISEA J185441.66+470117.2,dr9-north,283.6735833333333,47.02141666666667,1.821,133.105,0.509,-99.0,SGA2020 in nocuts
ZwCl 1710.4+6401 A,dr9-north,258.1199583333333,64.06075,1.733,57.494,0.849,11.401,SGA2020 in nocuts
ABELL 0655:KYDISC 00002,dr9-north,126.37104166666664,47.133472222222224,1.618,125.773,0.678,11.081,SGA2020 in nocuts
PGC139565,dr9-north,170.36019,53.749074,1.513,166.757,0.57,13.869,SGA2020 in nocuts
NGC 2944,dr9-north,144.824953,32.310782,1.487,97.863,0.357,14.73,SGA2020 in nocuts
ZwCl 1700.5+3322 d,dr9-north,255.63808333333336,33.51672222222222,1.437,83.671,0.911,11.059,SGA2020 in nocuts
WISEA J160936.95+530228.4,dr9-north,242.4039166666666,53.04125,1.423,86.7,0.826,11.21,SGA2020 in nocuts
CGCG 191-061,dr9-north,212.870129,35.897736,1.395,98.41,0.877,15.6,SGA2020 in nocuts
WISEA J194941.00+613456.8,dr9-north,297.42095833333326,61.582,0.6,68.33,0.478,-99.0,SGA2020 in nocuts
2MASS J07401575+6743225,dr9-north,115.067916,67.724616,1.368,92.957,0.138,-99.0,SGA2020 in nocuts
VV 654,dr9-north,116.788917,54.948455,1.279,160.973,0.53,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 63,dr9-north,256.04837499999996,33.46072222222222,1.265,172.629,0.749,11.68,SGA2020 in nocuts
ZwCl 1710.4+6401 32,dr9-north,258.31587499999995,64.05183333333333,0.9,57.188,0.981,12.267,SGA2020 in nocuts
ZwCl 1700.5+3322 55,dr9-north,255.75562499999995,34.471222222222224,1.202,18.526,0.743,11.912,SGA2020 in nocuts
ZwCl 1700.5+3322 75,dr9-north,256.53179166666666,33.48283333333333,1.164,44.13,0.75,11.904,SGA2020 in nocuts
WISEA J122732.28+492844.0,dr9-north,186.88454166666662,49.47888888888889,1.162,57.427,0.644,12.431,SGA2020 in nocuts
2MASS J16005928+3837410,dr9-north,240.2470416666666,38.628083333333336,1.159,136.349,0.705,-99.0,SGA2020 in nocuts
87GB 143025.3+610431,dr9-north,217.94812499999998,60.85263888888889,1.148,166.547,0.633,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 73,dr9-north,256.48737499999993,33.79361111111111,1.144,29.863,0.296,12.342,SGA2020 in nocuts
WISEA J132254.62+581002.2,dr9-north,200.7270833333333,58.16733333333333,1.137,61.242,0.57,12.367,SGA2020 in nocuts
2MASS J17041854+4401393,dr9-north,256.07725,44.02761111111111,1.134,25.151,0.721,-99.0,SGA2020 in nocuts
IRAS 09122+5205,dr9-north,138.929062,51.892578,1.11,160.065,0.691,-99.0,SGA2020 in nocuts
1RXS J162637.5+58:[MHE2006] b,dr9-north,246.6582083333333,58.15125,1.107,65.526,0.519,-99.0,SGA2020 in nocuts
FIRST J081944.9+305456,dr9-north,124.93720833333332,30.915694444444444,1.105,0.89,0.605,-99.0,SGA2020 in nocuts
SBS 1206+599,dr9-north,182.14004166666663,59.70741666666667,1.098,66.471,0.643,12.652,SGA2020 in nocuts
WISEA J162756.00+393405.8,dr9-north,246.98333333333326,39.568250000000006,1.084,139.118,0.721,11.936,SGA2020 in nocuts
PGC2337013,dr9-north,276.0779,49.2295,1.081,84.46,0.375,-99.0,SGA2020 in nocuts
WISEA J141343.72+433945.0,dr9-north,213.43216666666666,43.662527777777775,1.069,3.564,0.766,12.835,SGA2020 in nocuts
WISEA J104957.16+340116.5,dr9-north,162.48816666666664,34.021277777777776,1.069,166.355,0.582,-99.0,SGA2020 in nocuts
WISEA J071008.97+425738.6,dr9-north,107.53741666666666,42.960750000000004,1.061,39.844,0.532,-99.0,SGA2020 in nocuts
WISEA J071753.68+452549.3,dr9-north,109.47370833333332,45.43033333333333,0.7,122.431,0.753,12.167,SGA2020 in nocuts
2MASX J08032664+3037254,dr9-north,120.86095833333333,30.62361111111111,1.012,27.451,0.547,12.279,SGA2020 in nocuts
WISEA J101517.83+343203.5,dr9-north,153.82433333333333,34.534277777777774,1.011,116.021,0.456,13.801,SGA2020 in nocuts
WISEA J102925.12+373747.7,dr9-north,157.35466666666662,37.63,1.009,90.427,0.726,12.296,SGA2020 in nocuts
WISEA J084613.18+532637.1,dr9-north,131.55520833333335,53.443555555555555,1.008,179.821,0.621,-99.0,SGA2020 in nocuts
2MASS J16154516+3149187,dr9-north,243.93816666666663,31.82186111111111,1.008,99.408,0.599,-99.0,SGA2020 in nocuts
IRAS 23179+3257,dr11-south,350.10333333333324,33.22833333333333,0.994,21.522,0.615,-99.0,SGA2020 in nocuts
ZwCl 0658.3+6320 e,dr9-north,106.15658333333333,63.311305555555556,0.4,28.88,0.919,13.216,SGA2020 in nocuts
ZwCl 1700.5+3322 08,dr9-north,255.41787499999992,34.52036111111111,0.944,60.369,0.343,12.046,SGA2020 in nocuts
2MASS J08292238+3911154,dr9-north,127.34324999999998,39.187638888888884,0.935,25.374,0.541,-99.0,SGA2020 in nocuts
UGC 06865 NED01,dr9-north,178.40849999999998,43.45308333333334,0.927,1.719,0.726,17.045,SGA2020 in nocuts
UGC 04262 NOTES01,dr9-north,124.7508333333333,83.25666666666666,0.92,161.689,0.316,-99.0,SGA2020 in nocuts
2MASS J08191976+4130455,dr9-north,124.83237499999997,41.51266666666667,0.917,153.358,0.677,-99.0,SGA2020 in nocuts
2MASS J10532489+3113468,dr9-north,163.35370833333332,31.229666666666667,0.912,142.05,0.719,-99.0,SGA2020 in nocuts
WISEA J160932.07+534557.7,dr9-north,242.3837916666666,53.76605555555555,0.907,49.172,0.961,12.436,SGA2020 in nocuts
ZwCl 1700.5+3322 07,dr9-north,255.38570833333327,33.05222222222222,0.902,110.815,0.745,11.921,SGA2020 in nocuts
2MASX J11590699+5448045,dr9-north,179.77904166666661,54.80133333333333,0.901,13.087,0.828,12.393,SGA2020 in nocuts
ZwCl 1700.5+3322 11,dr9-north,255.43662499999996,32.972166666666666,0.891,42.022,0.768,12.135,SGA2020 in nocuts
WISEA J175806.59+735409.9,dr9-north,269.5275416666666,73.90272222222222,0.888,57.698,0.668,-99.0,SGA2020 in nocuts
2MASS J09304369+3212279,dr9-north,142.68204166666666,32.20777777777778,0.858,102.176,0.647,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 26,dr9-north,255.63287499999998,33.89597222222222,0.856,21.831,0.816,12.319,SGA2020 in nocuts
ZwCl 1710.4+6401 18,dr9-north,258.10704166666665,64.32936111111111,0.85,36.347,0.703,12.611,SGA2020 in nocuts
ZwCl 1700.5+3322 59,dr9-north,256.013125,33.92183333333333,0.841,54.544,0.553,12.521,SGA2020 in nocuts
ZwCl 1700.5+3322 b,dr9-north,255.60245833333335,33.50311111111111,0.835,95.561,0.899,12.386,SGA2020 in nocuts
WISEA J185438.79+470147.1,dr9-north,283.66145833333326,47.02988888888889,0.828,39.01,0.835,12.818,SGA2020 in nocuts
WISEA J085723.77+323116.1,dr9-north,134.3490833333333,32.521138888888885,0.821,25.195,0.741,-99.0,SGA2020 in nocuts
2MASS J10464585+3144268,dr9-north,161.69104166666668,31.74077777777778,0.818,80.136,0.788,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 i,dr9-north,255.688125,33.50702777777778,0.816,123.722,0.692,12.21,SGA2020 in nocuts
2MASX J13515196+4026128,dr9-north,207.96641666666665,40.43677777777778,0.805,104.041,0.349,12.988,SGA2020 in nocuts
UGC 10695 NOTES01,dr9-north,256.26149999999996,43.05027777777777,0.803,65.0,0.759,17.0,SGA2020 in nocuts
WISEA J110639.52+433620.6,dr9-north,166.66483333333332,43.60575,0.799,106.299,0.527,12.524,SGA2020 in nocuts
2MASS J15462293+3235449,dr9-north,236.5955833333333,32.59580555555556,0.777,150.351,0.842,-99.0,SGA2020 in nocuts
SDSS J170805.41+783731.0,dr9-north,257.0225,78.62555555555555,0.776,61.547,0.419,16.29,SGA2020 in nocuts
WISEA J131957.52+620311.3,dr9-north,199.98966666666664,62.05313888888889,0.769,35.57,0.352,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 17,dr9-north,255.47574999999995,33.05880555555555,0.762,157.41,0.556,13.062,SGA2020 in nocuts
ZwCl 1700.5+3322 29,dr9-north,255.60483333333332,33.37988888888889,0.762,53.083,0.813,12.307,SGA2020 in nocuts
SDSS J113258.89+555506.1,dr9-north,173.24541666666664,55.918388888888884,0.76,118.206,0.715,15.82,SGA2020 in nocuts
ZwCl 1700.5+3322 41,dr9-north,255.792375,33.49991666666667,0.754,166.903,0.738,12.718,SGA2020 in nocuts
I Zw 137,dr9-north,243.94074999999995,54.67241666666666,0.751,158.287,0.595,12.032,SGA2020 in nocuts
2MASS J16392942+3337466,dr9-north,249.87262499999997,33.62961111111111,0.75,124.314,0.839,-99.0,SGA2020 in nocuts
WISEA J155835.32+315003.4,dr9-north,239.6472083333333,31.83427777777778,0.749,121.404,0.32,-99.0,SGA2020 in nocuts
WISEA J115345.98+521553.1,dr9-north,178.44149999999996,52.26475,0.746,0.534,0.353,17.021,SGA2020 in nocuts
WISEA J164617.18+304043.5,dr11-south,251.57158333333328,30.67877777777778,0.742,75.88,0.541,13.122,SGA2020 in nocuts
WISEA J092728.08+552049.7,dr9-north,141.86708333333328,55.34708333333334,0.738,11.351,0.45,18.0,SGA2020 in nocuts
ZwCl 1700.5+3322 04,dr9-north,255.33879166666662,32.78561111111111,0.737,22.586,0.915,12.335,SGA2020 in nocuts
WISEA J075409.79+484232.2,dr9-north,118.54079166666666,48.70894444444445,0.736,40.049,0.627,-99.0,SGA2020 in nocuts
GALEXMSC J074205.59+312716.8,dr9-north,115.52329166666665,31.454694444444442,0.733,84.674,0.833,-99.0,SGA2020 in nocuts
WISEA J083429.31+341626.4,dr9-north,128.62233333333333,34.27397222222222,0.73,116.078,0.576,12.93,SGA2020 in nocuts
2MASS J10323163+3622015,dr9-north,158.1318333333333,36.36708333333333,0.726,167.227,0.534,-99.0,SGA2020 in nocuts
WISEA J111726.00+351930.5,dr9-north,169.35837499999997,35.32516666666667,0.724,127.217,0.728,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 71,dr9-north,256.4620833333333,32.97536111111111,0.719,101.803,0.772,12.051,SGA2020 in nocuts
ZwCl 1700.5+3322 86,dr9-north,256.876,33.87336111111111,0.718,158.33,0.259,13.371,SGA2020 in nocuts
ZwCl 1700.5+3322 50,dr9-north,255.80325,33.54430555555555,0.715,93.615,0.767,12.548,SGA2020 in nocuts
KUG 0005+345,dr11-south,2.127583333333333,34.78572222222222,0.713,93.459,0.528,-99.0,SGA2020 in nocuts
WISEA J095530.74+432115.4,dr9-north,148.8780833333333,43.354305555555555,0.713,176.354,0.311,-99.0,SGA2020 in nocuts
2MASX J09375321+4036352,dr9-north,144.47183333333334,40.60980555555556,0.706,152.66,0.658,13.229,SGA2020 in nocuts
2MASS J15485936+3142513,dr9-north,237.2473333333333,31.71425,0.706,61.404,0.774,-99.0,SGA2020 in nocuts
PGC2075932,dr9-north,271.39695,36.158401,0.703,72.0,0.676,-99.0,SGA2020 in nocuts
IRAS 06419+7021,dr9-north,101.886622,70.309499,0.696,54.916,0.565,17.5,SGA2020 in nocuts
NGC 2387,dr9-north,112.241366,36.879887,0.691,31.916,0.964,-99.0,SGA2020 in nocuts
ZwCl 1700.5+3322 g,dr9-north,255.66383333333334,33.51408333333333,0.685,80.583,0.578,12.665,SGA2020 in nocuts
2MASS J13200461+5404538,dr9-north,200.0192083333333,54.081611111111116,0.683,20.772,0.336,-99.0,SGA2020 in nocuts
2MASS J15032737+3712358,dr9-north,225.8640833333333,37.20997222222223,0.683,133.864,0.887,-99.0,SGA2020 in nocuts
FIRST J161026.6+302916,dr9-north,242.6112083333333,30.487861111111112,0.682,135.219,0.822,-99.0,SGA2020 in nocuts
WISEA J131538.51+341514.9,dr9-north,198.91062499999998,34.25411111111111,0.678,111.016,0.322,12.872,SGA2020 in nocuts
ZwCl 1700.5+3322 23,dr9-north,255.57141666666666,33.491,0.678,152.827,0.687,13.143,SGA2020 in nocuts
