# Object-level actions based on VI (visual inspections).
objname,action,reason,comment
WISEA J231126.60-632900.8,drop,shred,Shred of '2MASS J23112647-6329047'; in 'ESO 110-IG 004' group.
ESO 471-IG 005 NED02,drop,shred,Shred of 'ESO 471-IG 005 NED01'; in 'ESO 471-IG 005' group.
2MASX J12133763+1607095,drop,shred,Shred or part of 'UGC 07230 NED01'.
SDSS J121336.91+160659.3,drop,shred,Shred of '2MASX J12133763+1607095'; in 'UGC 07230' group.
NGC 2744 NED01,drop,shred,Shred of 'NGC 2744 NED02'; in 'NGC 2744' group.
SDSS J151840.32+281828.6,drop,shred,Shred of 'III Zw 071 NOTES01'; in 'III Zw 071' group.
LEDA 4586715,drop,shred,Shred of 'WISEA J175253.86+653007.6'; in '[H87] 3-23' group.
WISEA J164710.62+210515.1,drop,shred,Shred of 'SDSS J164710.97+210542.9'; in '[PSP2017] dmJ1647+21' group.
LCRS B004956.1-414021,drop,shred,Shred of 'LCRS B004956.3-414017'.
[BZV94] J132901.78-314956.3,drop,shred,Shred of 'WISEA J132901.83-314955.1'.
2MASS J11131913+5628365,drop,shred,Shred of 'CGCG 291-041 NED02'.
WISEA J012515.59-380127.7,drop,shred,Shred of 'LCRS B012300.6-381704'.
SDSS J140059.02+425043.6,drop,shred,Shred of 'WISEA J140058.80+425042.9'.
PGC 836725,drop,shred,Shred of 'UGCA 393 NED02'.
PGC 836639,drop,shred,Shred of 'UGCA 393 NED02'.
2MASS J13370451+5312474,drop,shred,Shred of 'I Zw 066 NOTES01'; in 'I Zw 066' group.
2MASS J15024629+5330510,drop,shred,Shred of 'I Zw 100 NOTES02'; in 'I Zw 100' group.
I Zw 175 NOTES02,drop,shred,Shred of 'WISEA J171015.78+385005.8'; in 'I Zw 175' group.
SDSS J151603.25+430931.1,drop,shred,Shred of 'II Zw 073 NOTES01'; in 'II Zw 073' group.
WISEA J221533.40+380018.8,drop,shred,Shred of 'IV Zw 089 NOTES01'; in 'IV Zw 089' group.
IV Zw 119 NOTES01,drop,shred,Shred of 'IV Zw 119 NOTES02'.
WISEA J232300.34+284602.5,drop,shred,Shred of 'IV Zw 146 NOTES01'.
2MASX J19151523-5439519,drop,shred,Shred of 'IC 4837'.
2MASS J09545775+1627246,drop,shred,Shred of 'NGC 3048 NED02'.
2MASS J11584302+2502344,drop,shred,Shred of 'NGC 4015 NED02'.
SDSS J122628.28+090125.8,drop,shred,Shred of 'NGC 4410 NED01'.
SDSS J122628.70+090118.9,drop,shred,Shred of 'NGC 4410 NED01'.
WISEA J122628.34+090111.1,drop,shred,Shred of 'NGC 4410 NED01'.
2MASS J12461093+3043165,drop,shred,Shred of 'NGC 4676B'.
SDSS J125648.27+481744.0,drop,shred,Shred of 'NGC 4837 NED01'.
2MASX J23355124+4223184,drop,shred,Shred of 'V Zw 416 NOTES02'.
2MASX J03302959+3247486,drop,shred,Shred of 'V Zw 350 NOTES01'.
2MASX J00372545+4558369,drop,shred,Shred of 'V Zw 025 NOTES01'.
2MASS J09064012+4148356,drop,shred,Shred of 'CGCG 209-026 NED01'.
SDSS J234305.43+183929.5,drop,shred,Shred of 'CGCG 455-043 NED02'.
SDSS J025905.47+335444.6,drop,shred,Shred of 'UGC 02448'.
UGC 04483 NOTES01,drop,shred,Shred or part of 'UGC 04483'.
WISEA J133247.38+415247.5,drop,shred,Shred or part of 'NGC 5214'.
2MASS J13324705+4151530,drop,shred,Shred or part of 'NGC 5214A'.
GALEXASC J094835.45+332517.3,drop,shred,Shred or part of 'NGC 3003'.
LEDA 4676927,drop,shred,Shred or part of 'NGC 0191'.
2MASS J00385865-0900009,drop,shred,Shred or part of 'NGC 0191'.
LEDA 4677356,drop,shred,Shred or part of 'NGC 0341'.
ARP 059 NED02,drop,shred,Shred or part of 'NGC 0341'.
PGC 817734,drop,shred,Shred or part of 'ESO 547- G 003'.
SDSS J112339.61+535001.6,drop,shred,Shred or part of 'NGC 3656'.
ARP 155 NED02,drop,shred,Shred or part of 'NGC 3656'.
ARP 208 NED01,drop,shred,Shred or part of 'ARP 208 NED02'.
PGC 979064,drop,shred,Shred or part of 'ARP 256 NED02'.
SDSS J020348.09+144333.2,drop,shred,Shred or part of 'IC 0196'.
2MASS J08111307+2512156,drop,shred,Shred or part of 'NGC 2535'.
SDSS J081112.36+251221.7,drop,shred,Shred or part of 'NGC 2535'.
SDSS J081112.23+251224.9,drop,shred,Shred or part of 'NGC 2535'.
SDSS J081115.19+251229.1,drop,shred,Shred or part of 'NGC 2535'.
SDSS J091722.70+415953.9,drop,shred,Shred or part of 'NGC 2798'.
SDSS J091730.66+415941.1,drop,shred,Shred or part of 'NGC 2799'.
SDSS J104956.04+325927.8,drop,shred,Shred or part of 'NGC 3396'.
SDSS J104955.91+325927.8,drop,shred,Shred or part of 'NGC 3396'.
SDSS J110950.97+241546.2,drop,shred,Shred or part of 'UGC 06204'.
SDSS J110955.56+241534.5,drop,shred,Shred or part of 'UGC 06207'.
2MASS J11400916+1519365,drop,shred,Shred or part of 'NGC 3799'.
2MASS J11574456+3217550,drop,shred,Shred or part of 'NGC 3995'.
SDSS J115742.70+321708.8,drop,shred,Shred or part of 'NGC 3995'.
SDSS J115736.57+321630.3,drop,shred,Shred or part of 'NGC 3994'.
SDSS J125451.21+023915.8,drop,shred,Shred or part of 'NGC 4809'.
SDSS J133958.60+005006.7,drop,shred,Shred or part of 'NGC 5257'.
SDSS J135834.10+372709.8,drop,shred,Shred or part of 'NGC 5394'.
2MASS J13583340+3727126,drop,shred,Shred or part of 'NGC 5394'.
SDSS J135837.81+372447.5,drop,shred,Shred or part of 'NGC 5395'.
SRGb 037.046,drop,shred,Shred or part of 'NGC 7679'.
2MASS J02551205-0010330,drop,shred,Shred or part of 'NGC 1144'.
SDSS J025510.95-001042.7,drop,shred,Shred or part of 'NGC 1144'.
2MASS J02551088-0010474,drop,shred,Shred or part of 'NGC 1144'.
2MASS J02551171-0011029,drop,shred,Shred or part of 'NGC 1144'.
SDSS J074658.33+390052.1,drop,shred,Shred or part of 'NGC 2445'.
SDSS J090015.83+354305.9,drop,shred,Shred or part of 'NGC 2719A'.
SDSS J113746.35+475300.3,drop,shred,Shred or part of 'NGC 3769'.
SDSS J134141.15+554018.9,drop,shred,Shred or part of 'NGC 5278'.
SDSS J141705.90+363431.2,drop,shred,Shred or part of 'NGC 5545'.
SDSS J153435.31+151203.5,drop,shred,Shred or part of 'NGC 5954'.
2MASS J15343100+1511230,drop,shred,Shred or part of 'NGC 5953'.
SDSS J092405.82+491222.3,drop,shred,Shred or part of 'NGC 2854'.
SDSS J092402.92+491214.9,drop,shred,Shred or part of 'NGC 2854'.
SDSS J092416.40+491503.0,drop,shred,Shred or part of 'NGC 2856'.
2MASS J09461985+0304081,drop,shred,Shred or part of 'IC 0564'.
2MASS J09462238+0304220,drop,shred,Shred or part of 'IC 0564'.
WISEA J031415.50-024943.5,drop,shred,Shred or part of 'NGC 1253'.
LEDA 4677150,drop,shred,Shred or part of 'UGC 00717'.
SDSS J010922.68+142055.0,drop,shred,Shred or part of 'UGC 00717'.
2MASS J09075780+4936038,drop,shred,Shred or part of 'VV 196a'.
SDSS J101008.06+542955.2,drop,shred,Shred or part of 'UGC 05479'.
LEDA 4677244,drop,shred,Shred or part of 'UGC 05479'.
SDSS J101010.42+543010.2,drop,shred,Shred or part of 'UGC 05479'.
SDSS J101009.66+543012.9,drop,shred,Shred or part of 'UGC 05479'.
SDSS J121240.62+344139.7,drop,shred,Shred or part of 'UGC 07212'.
SDSS J121241.13+344145.1,drop,shred,Shred or part of 'UGC 07212'.
PGC 900114,drop,shred,Shred or part of 'VV 184a'.
VV 485 NED02,drop,shred,Shred or part of 'ESO 576- G 051'; in 'VV 485' group.
SDSS J132945.38+332113.0,drop,shred,Shred or part of 'VV 325b'.
SDSS J141308.13+083719.0,drop,shred,Shred or part of 'VV 299a'.
SDSS J141309.59+083659.3,drop,shred,Shred or part of 'VV 299a'.
WISEA J084753.15+733234.2,drop,shred,Shred or part of 'IC 2389'.
WISEA J084803.65+733146.3,drop,shred,Shred or part of 'IC 2389'.
2MASS J08475294+5352428,drop,shred,Shred or part of 'NGC 2656'.
MCG +04-22-012 NED01,drop,shred,Shred or part of 'NGC 2750'.
SDSS J010723.84+322411.8,drop,shred,Shred or part of 'NGC 0382'.
SDSS J021130.77+141801.9,drop,shred,Shred or part of 'UGC 01687 NOTES01'.
LEDA 4677484,drop,shred,Shred or part of 'UGC 06854'.
SDSS J115244.11+014444.9,drop,shred,Shred or part of 'UGC 06854'.
WISEA J115244.32+014429.8,drop,shred,Shred or part of 'UGC 06854'.
UGC 06854 NOTES01,drop,shred,Shred or part of 'UGC 06854'.
LEDA 4677483,drop,shred,Shred or part of 'UGC 06854'.
2MASS J12543563-1233103,drop,shred,Shred or part of 'NGC 4783'.
WISEA J152539.79+204718.2,drop,shred,Shred or part of 'UGC 09843'.
SDSS J143154.82+333810.1,drop,shred,Shred or part of 'VV 775 NED02'.
WISEA J142802.01+211810.7,drop,shred,Shred or part of 'UGC 09274'.
2MASS J14280168+2117577,drop,shred,Shred or part of 'UGC 09274'.
SDSS J225653.85-085748.2,drop,shred,Shred or part of 'VV 488 NED02'.
SDSS J123043.75+571812.3,drop,shred,Shred or part of 'UGC 07659'.
2MASS J14422102+0859495,drop,shred,Shred or part of 'CGCG 075-119'.
SDSS J151114.23+102657.0,drop,shred,Shred or part of 'UGC 09755'.
2MASS J15190773+0947324,drop,shred,Shred or part of 'UGC 09812'.
UGC 01814 NOTES02,drop,shred,Shred or part of 'UGC 01814'.
SDSS J002707.45-005017.6,drop,shred,Shred or part of 'MCG +00-02-030'.
SDSS J002707.56-005032.2,drop,shred,Shred or part of 'MCG +00-02-031'.
2MASS J07295322+5611408,drop,shred,Shred or part of '2MASX J07295390+5611371'.
2MASX J07295326+5611411,drop,shred,Shred or part of '2MASX J07295390+5611371'.
2MASS J11273459+3603471,drop,shred,Shred or part of 'CGCG 185-068'.
2dFGRS N277Z015,drop,shred,Shred or part of 'WISEA J142755.34-003341.8'.
2MASS J15343525-0028491,drop,shred,Shred or part of '2MASX J15343541-0028443'.
SDSS J082348.13+174536.3,drop,shred,Shred or part of '2MASX J08234814+1745349'.
2MASS J08144576+5757352,drop,shred,Shred or part of 'UGC 04280A NED02'.
SDSS J102346.04+530632.4,drop,shred,Shred or part of 'UGC 05615 NED01'.
SDSS J102347.95+530605.6,drop,shred,Shred or part of 'UGC 05615 NED02'.
2MASS J10234796+5305512,drop,shred,Shred or part of 'UGC 05615 NED02'.
SDSS J111821.73+534512.3,drop,shred,Shred or part of 'UGC 06315 NED02'.
UGC 04860 NED02,drop,shred,Shred or part of 'UGC 04860 NED01'?
2MASS J19540093+4956114,drop,shred,Shred or part of 'UGC 11494 NED01'.
WISEA J092744.49+121717.7,drop,shred,Shred or part of 'UGC 05044 NED02'.
SDSS J093755.13+230917.1,drop,shred,Shred or part of 'CGCG 122-039 NED01'.
SDSS J105213.69+300302.7,drop,shred,Shred or part of 'UGC 05984 NED01'.
SDSS J110721.06+182553.2,drop,shred,Shred or part of 'UGC 06175 NED02'.
SDSS J120928.27+220619.3,drop,shred,Shred or part of 'UGC 07137 NED01'.
2MASS J12281346+4427113,drop,shred,Shred or part of 'UGC 07593 NED01'.
SDSS J124349.47+545432.8,drop,shred,Shred or part of 'UGC 07905 NED02'.
SDSS J124420.36+042535.0,drop,shred,Shred or part of 'UGC 07909 NED01'.
SDSS J133038.41+311652.8,drop,shred,Shred or part of 'UGC 08502 NED02'.
SDSS J141230.00+454133.9,drop,shred,Shred or part of 'UGC 09098 NED02'.
SDSS J141226.01+454129.7,drop,shred,Shred or part of 'UGC 09098 NED01'.
SDSS J153553.81+384025.6,drop,shred,Shred or part of 'UGC 09922 NED02'.
SDSS J154657.85+175317.4,drop,shred,Shred or part of 'NGC 5996'.
SDSS J154658.92+175239.7,drop,shred,Shred or part of 'NGC 5996'.
WISEA J154657.90+175231.4,drop,shred,Shred or part of 'NGC 5996'.
WISEA J172034.26+864414.7,drop,shred,Shred or part of 'UGC 10923 NED02'.
WISEA J174253.03+161222.2,drop,shred,Shred or part of 'UGC 10950 NED02'.
SDSS J135528.22+250408.2,drop,shred,Shred or part of 'UGC 08842 NED02'.
SDSS J091009.69+500327.0,drop,shred,Shred or part of 'UGC 04812 NED01'.
SDSS J091006.82+500320.3,drop,shred,Shred or part of 'UGC 04812 NED01'.
2MASS J16173122+4605289,drop,shred,Shred or part of 'UGC 10325 NED01'.
SDSS J133531.94+133943.7,drop,shred,Shred or part of 'NGC 5230'.
2MASS J15232495+1242511,drop,shred,Shred or part of 'NGC 5926'.
SDSS J152325.17+124302.9,drop,shred,Shred or part of 'NGC 5926'.
2MASS J15283537+1034084,drop,shred,Shred or part of 'VIII Zw 471 NOTES01'.
SDSS J150835.67+134011.7,drop,shred,Shred or part of 'IC 1095'.
VIII Zw 182 NED02,drop,shred,Shred or part of 'VIII Zw 182 NED02'.
PGC 015131,drop,shred,Shred or part of 'AM 0426-625 NED01'.
WISEA J133236.81-330653.3,drop,shred,Shred or part of 'AM 1329-325 NED01'.
PGC 631912,drop,shred,Shred or part of 'WISEA J043935.39-365033.3' in 'AM 0437-365' group.
PGC 349919,drop,shred,Shred or part of 'ESO 123- G 009'.
6dF J1214432-352947,drop,shred,Shred or part of 'ESO 380- G 001'.
AM 2024-515 W,drop,shred,Shred or part of 'ESO 234- G 032' in 'AM 2024-515' group.
WISEA J122623.50-011507.9,drop,shred,Shred or part of 'UM 501' in '2dFGRS N249Z088' group.
SHOC 373a,drop,shred,Shred or part of 'UM 501' in '2dFGRS N249Z088' group.
WISEA J101534.37-005252.3,drop,shred,Shred or part of '2MASX J10153437-0052522' in '2dFGRS N289Z115' group.
SDSS J231931.09+093025.4,drop,shred,Shred or part of 'NGC 7609 NED02'.
PGC 064576,drop,shred,Shred or part of 'NGC 6902A NED02'.
SDSS J145256.78+164334.8,drop,shred,Shred or part of 'CGCG 105-055'.
SDSS J100251.95+615430.2,drop,shred,Shred or part of 'VII Zw 305 NOTES02'.
WISEA J115532.08+583532.0,drop,shred,Shred or part of 'VII Zw 427 NOTES02'.
SDSS J130334.54+650023.7,drop,shred,Shred or part of 'VII Zw 497 NOTES01'.
SDSS J130335.62+650021.0,drop,shred,Shred or part of 'VII Zw 497 NOTES01'.
2MASS J01235503+0204150,drop,shred,Shred or part of 'WISEA J012355.03+020416.4'.
WISEA J110539.12-032357.9,drop,shred,Shred or part of 'LCRS B110306.3-030745'.
SDSS J020209.93-000616.4,drop,shred,Shred or part of 'NGC 0799'.
SDSS J020211.64-000731.9,drop,shred,Shred or part of 'NGC 0800'.
SDSS J020211.06-000803.7,drop,shred,Shred or part of 'NGC 0800'.
SDSS J020212.75-000801.9,drop,shred,Shred or part of 'NGC 0800'.
SDSS J023141.04+024838.8,drop,shred,Shred or part of 'IC 0233'.
SDSS J084555.04+124704.5,drop,shred,Shred or part of 'UGC 04582'.
SDSS J085422.76+324019.3,drop,shred,Shred or part of 'IC 2421'.
WISEA J085424.24+324015.3,drop,shred,Shred or part of 'IC 2421'.
2MASS J09010426+5312492,drop,shred,Shred or part of 'CGCG 264-050'.
SDSS J093029.30+162047.8,drop,shred,Shred or part of 'CGCG 091-100'.
SDSS J094402.12-003841.2,drop,shred,Shred or part of 'CGCG 007-025'.
SDSS J095508.20+141725.5,drop,shred,Shred or part of 'CGCG 092-072'.
SDSS J101343.39+180719.8,drop,shred,Shred or part of 'UGC 05514'.
SDSS J101820.33+070249.9,drop,shred,Shred or part of 'IC 0602'.
SDSS J101816.06+070223.8,drop,shred,Shred or part of 'IC 0601'.
2MASS J11275782-0112510,drop,shred,Shred or part of 'CGCG 011-103'.
SDSS J112754.41-011332.5,drop,shred,Shred or part of 'CGCG 011-101'.
SDSS J112812.63+041854.1,drop,shred,Shred or part of 'UGC 06466'.
2MASS J11371697+3917044,drop,shred,Shred or part of 'KUG 1134+395'.
SDSS J114839.59+484244.3,drop,shred,Shred or part of 'NGC 3893'.
SDSS J120524.98+175302.6,drop,shred,Shred or part of 'UGC 07073'.
SDSS J120523.41+175322.8,drop,shred,Shred or part of 'UGC 07073'.
SDSS J120543.13+085928.1,drop,shred,Shred or part of 'UGC 07085'.
VPC 0577,drop,shred,Shred or part of 'NGC 4446'.
2MASS J12360813+1919210,drop,shred,Shred or part of 'NGC 4561'.
SDSS J133334.41+052902.6,drop,shred,Shred or part of 'CGCG 045-020'.
SDSS J140327.60+092808.8,drop,shred,Shred or part of 'NGC 5434B'.
SDSS J140452.72-003656.9,drop,shred,Shred or part of 'UGC 08994'.
SDSS J145402.12+100451.2,drop,shred,Shred or part of 'UGC 09581'.
SDSS J160154.28+315337.0,drop,shred,Shred or part of 'CGCG 167-016'.
SDSS J161513.58+111723.0,drop,shred,Shred or part of 'IC 1206'.
2MASS J14535724+0332466,drop,shred,Shred or part of 'NGC 5775'.
SDSS J113211.96+004906.8,drop,shred,Shred or part of 'NGC 3719'.
SDSS J124138.23+260422.5,drop,shred,Shred or part of 'NGC 4615'.
SDSS J140704.07+130012.9,drop,shred,Shred or part of 'KUG 1404+132'.
SDSS J142345.39+340047.1,drop,shred,Shred or part of 'UGC 09222'.
SDSS J142342.34+340043.9,drop,shred,Shred or part of 'UGC 09221'.
PGC 1598297,drop,shred,Shred or part of 'NGC 5859'.
WISEA J150733.61+193529.0,drop,shred,Shred or part of 'NGC 5859'.
2MASS J15073609+1934407,drop,shred,Shred or part of 'NGC 5859'.
SDSS J003018.59+065734.1,drop,shred,Shred or part of 'CGCG 409-020 NED02'.
2MASX J01265280+2137127,drop,shred,Shred or part of 'CGCG 459-053'.
SDSS J022229.20+002257.3,drop,shred,Shred or part of 'KUG 0219+001'.
SDSS J075805.42+471940.9,drop,shred,Shred or part of 'CGCG 236-019 NED02'.
SDSS J075804.29+471818.2,drop,shred,Shred or part of 'CGCG 236-019 NED01'.
WISEA J091852.18+410627.6,drop,shred,Shred or part of 'CGCG 209-050 NED01'.
2MASS J09185158+4106247,drop,shred,Shred or part of 'CGCG 209-050 NED01'.
SDSS J094953.13+090949.3,drop,shred,Shred or part of 'UGC 05270 NOTES01'.
SDSS J104044.99+390441.3,drop,shred,Shred or part of 'KUG 1037+393D'.
2MASS J11145593+1650195,drop,shred,Shred or part of 'CGCG 096-012 NED02'.
SDSS J133302.54+371145.8,drop,shred,Shred or part of 'MRK 0456'.
SDSS J144518.99+384402.4,drop,shred,Shred or part of 'NGC 5754'.
SDSS J144523.25+384651.6,drop,shred,Shred or part of 'NGC 5755'.
SDSS J150307.95+111211.0,drop,shred,Shred or part of 'CGCG 076-138 NED02'.
SDSS J151350.00+420023.1,drop,shred,Shred or part of 'NGC 5895'.
SDSS J172052.99+570520.4,drop,shred,Shred or part of 'CGCG 300-013 NED01'.
2MASS J21285993+1122494,drop,shred,Shred or part of 'UGC 11751'.
SDSS J212900.02+112311.0,drop,shred,Shred or part of 'UGC 11751'.
SDSS J212859.80+112312.3,drop,shred,Shred or part of 'UGC 11751'.
SDSS J124254.56+550830.0,drop,shred,Shred or part of 'NGC 4644B'.
SDSS J000320.17+083626.3,drop,shred,Shred or part of 'UGC 00010'.
SDSS J002510.25+062916.9,drop,shred,Shred or part of 'UGC 00240'.
SDSS J003745.19+061327.1,drop,shred,Shred or part of 'WISEA J003745.01+061330.3'.
2MASS J01032041+1401562,drop,shred,Shred or part of 'UGC 00644 NOTES01'.
WISEA J010320.39+140152.5,drop,shred,Shred or part of 'UGC 00644 NOTES01'.
SDSS J021105.73-003914.4,drop,shred,Shred or part of 'CGCG 387-052 NED01'.
SDSS J021106.48-003919.9,drop,shred,Shred or part of 'CGCG 387-052 NED01'.
SDSS J032042.89-010006.6,drop,shred,Shred or part of 'CGCG 390-070 NED01'.
SDSS J032042.44-010021.8,drop,shred,Shred or part of 'CGCG 390-070 NED02'.
WISEA J075432.21+164834.6,drop,shred,Shred or part of 'UGC 04090'.
SDSS J075432.11+164815.0,drop,shred,Shred or part of 'CGCG 087-046 NED01'.
SDSS J083850.46+012411.9,drop,shred,Shred or part of 'CGCG 004-098 NED02'.
SDSS J090554.83+471058.6,drop,shred,Shred or part of 'UGC 04765'.
SDSS J091345.15+474150.7,drop,shred,Shred or part of 'KUG 0910+479'.
2MASS J09425488+2859109,drop,shred,Shred or part of 'UGC 05185'.
SDSS J102228.29+363559.0,drop,shred,Shred or part of 'IC 2568'.
SDSS J104218.88+061213.8,drop,shred,Shred or part of 'CGCG 037-122 NED01'.
SDSS J110648.63+284220.7,drop,shred,Shred or part of 'UGC 06160'.
SDSS J111024.80+044934.1,drop,shred,Shred or part of 'UGC 06212'.
SDSS J114455.55+194350.3,drop,shred,Shred or part of 'CGCG 097-124 NED01'.
SDSS J121052.71+394525.1,drop,shred,Shred or part of 'NGC 4145A'.
SDSS J122405.22+011113.4,drop,shred,Shred or part of 'CGCG 014-042 NED01'.
SDSS J131553.61+080143.2,drop,shred,Shred or part of 'SDSS J131553.71+080144.7' in 'CGCG 044-044' group.
SDSS J140437.83+152832.2,drop,shred,Shred or part of 'UGC 08991 NOTES01'.
WISEA J140437.96+152832.2,drop,shred,Shred or part of 'UGC 08991 NOTES01'.
SDSS J141730.93+284756.3,drop,shred,Shred or part of 'IC 4396'.
SDSS J143229.42+001731.9,drop,shred,Shred or part of 'UGC 09348'.
SDSS J143231.71+001653.7,drop,shred,Shred or part of 'UGC 09348 NOTES01'.
SDSS J143542.59+081741.9,drop,shred,Shred or part of 'NGC 5681'.
SDSS J143542.28+081800.4,drop,shred,Shred or part of 'NGC 5681'.
SDSS J143541.94+081818.7,drop,shred,Shred or part of 'NGC 5681'.
SDSS J150047.50+495943.0,drop,shred,Shred or part of 'NGC 5828'.
SDSS J150046.43+495947.1,drop,shred,Shred or part of 'NGC 5828'.
2MASS J15180076+3042404,drop,shred,Shred or part of 'UGC 09809 NOTES01'.
SDSS J163135.93+133808.9,drop,shred,Shred or part of 'CGCG 080-043 NED01'.
WISEA J180239.49+424715.6,drop,shred,Shred or part of 'CGCG 227-016 NED01'.
SDSS J213944.19+061618.2,drop,shred,Shred or part of 'NGC 7102'.
SDSS J232923.02+094457.3,drop,shred,Shred or part of 'CGCG 406-119 NED02'.
SDSS J011535.13-005044.7,drop,shred,Shred or part of 'UGC 00807'.
SDSS J011532.60-005048.4,drop,shred,Shred or part of 'NGC 0450'.
WISEA J011528.59-005052.6,drop,shred,Shred or part of 'NGC 0450'.
SDSS J011531.89-005144.4,drop,shred,Shred or part of 'NGC 0450'.
SDSS J011530.43-005145.8,drop,shred,Shred or part of 'NGC 0450'.
WISEA J011532.92-005223.9,drop,shred,Shred or part of 'NGC 0450'.
SDSS J011834.28-001344.5,drop,shred,Shred or part of 'CGCG 385-062 NED01'.
SDSS J080423.52+293055.0,drop,shred,Shred or part of 'CGCG 148-108 NED01'.
SDSS J151254.17+512353.1,drop,shred,Shred or part of 'SBS 1511+515C'.
SDSS J152107.73+504023.6,drop,shred,Shred or part of 'SBS 1519+508A'.
SDSS J162838.88+400735.5,drop,shred,Shred or part of 'KUG 1626+402'.
2MASS J17191052+3411352,drop,shred,Shred or part of 'CGCG 198-035 NED01'.
GALEXASC J172205.19+590649.2,drop,shred,Shred or part of 'SN 2019bgl HOST'.
SDSS J085131.32+305128.6,drop,shred,Shred or part of 'NGC 2679'.
SDSS J085134.01+305230.7,drop,shred,Shred or part of 'NGC 2679'.
SDSS J143043.12+001504.4,drop,shred,Shred or part of 'UGC 09326'.
2MASS J11094905+1246125,drop,shred,Shred or part of 'UGC 06206'.
2MASX J16044376+1631202,drop,shred,Shred or part of 'KUG 1602+166B'.
SDSS J080705.77+270732.1,drop,shred,Shred or part of 'MRK 1212'.
WISEA J231853.79+065259.5,drop,shred,Shred or part of 'UGC 12494'.
SDSS J133824.48+012857.0,drop,shred,Shred or part of 'CGCG 017-044 NED01'.
SDSS J133824.35+012843.2,drop,shred,Shred or part of 'CGCG 017-044 NED01'.
SDSS J155809.10+120408.3,drop,shred,Shred or part of 'IC 1149'.
SDSS J130933.30+005156.4,drop,shred,Shred or part of 'NGC 4996'.
SDSS J130930.44+005042.1,drop,shred,Shred or part of 'NGC 4996'.
2MASX J06430003-7415042,drop,shred,Shred or part of 'ESO 034-IG 011 NED02'.
2MASS J06425857-7414449,drop,shred,Shred or part of 'ESO 034-IG 011 NED02'.
PGC 3080165,drop,shred,Shred or part of 'NGC 1044 NED02'.
2dFGRS S534Z238,drop,shred,Shred or part of 'ESO 406- G 010'.
WISEA J205123.90-675536.6,drop,shred,Shred or part of 'ESO 074-IG 013 NED01'.
ESO 384-IG 025 NED01,drop,shred,Shred or part of 'PGC 049816'; in 'ESO 384-IG 025' group.
2MASS J13142364-4606410,drop,shred,Shred or part of 'ESO 269-IG 074 NED02'.
ESO 219-IG?032 NED01,drop,shred,Shred or part of 'ESO 219-IG?032 NED02'.
2MASS J12584426-3602310,drop,shred,Shred or part of 'ESO 381-IG 033 NED02'.
ESO 568-IG 022 NED02,drop,shred,Shred or part of 'ESO 568-IG 022 NED01'.
ESO 501-IG 006 NED02,drop,shred,Shred or part of 'ESO 501-IG 006 NED01'.
WISEA J073446.67-522443.8,drop,shred,Shred or part of 'ESO 208-IG 024 NED02'.
PGC 356672,drop,shred,Shred or part of 'ESO 118-IG 004 NED01'.
ESO 107-IG 023 NED01,drop,shred,Shred or part of 'ESO 107-IG 023 NED02'.
ESO 235-IG 068 NED02,drop,shred,Shred or part of 'ESO 235-IG 068 NED01'.
WISEA J202006.40-194248.2,drop,shred,Shred or part of 'ESO 596-IG 018 NED02'.
6dF J1310514-205746,drop,shred,Shred or part of 'ESO 576-IG 004 NED02'.
2MASX J12533026-3431400,drop,shred,Shred or part of 'ESO 381-IG 027 NED02'.
WISEA J125330.38-343138.6,drop,shred,Shred or part of 'ESO 381-IG 027 NED02'.
2MASS J04084221-7509262,drop,shred,Shred or part of 'ESO 032-IG 010 NED02'.
6dF J0313507-183102,drop,shred,Shred or part of 'ESO 547-IG 021 NED02'.
ESO 352-IG 045 NED02,drop,shred,Shred or part of 'GALEXASC J011956.84-341537.8'.
2dFGRS S506Z355,drop,shred,Shred or part of 'GALEXASC J011956.84-341537.8'.
UGC 06224,drop,shred,Shred or part of 'NGC 3561'.
SBS 1110+567,drop,shred,Shred or part of 'CGCG 291-041 NED02'.
SBS 1533+469,drop,shred,Shred or part of 'I Zw 116 NOTES01'.
VV 780 NED03,drop,shred,Shred or part of 'IC 4518B'.
WISEA J020528.55+131505.4,drop,shred,Shred or part of 'NGC 0810 NED01'.
WISEA J023933.52-563914.5,drop,shred,Shred or part of 'ESO 154-IG 006 NED02'.
SDSS J134148.73+100922.9,drop,shred,Shred or part of 'VIII Zw 330 NED02'.
SDSS J123205.04+662402.3,drop,shred,Shred or part of 'UGC 07683 NOTES01'.
SDSS J123204.13+662420.6,drop,shred,Shred or part of 'UGC 07683 NOTES01'.
WISEA J135737.24+565959.1,drop,shred,Shred or part of 'UGC 08892'.
SDSS J135739.47+570031.6,drop,shred,Shred or part of 'UGC 08892'.
SDSS J161243.53+281748.3,drop,shred,Shred or part of 'UGC 10273 NED01'.
UGC 11044 NED01,drop,shred,Shred or part of 'UGC 11044'.
UGC 02140 NED01,drop,shred,Shred or part of 'UGC 02140 NED03'.
UGC 02140 NED02,drop,shred,Shred or part of 'UGC 02140 NED03'.
IRAS 18099+0623,drop,shred,Shred or part of 'WISEA J181220.58+062402.5'.
SDSS J123202.13+493749.8,drop,shred,Shred or part of 'MCG +08-23-048 NED02'.
2MFGC 16146,drop,shred,Shred or part of '2MASX J21192157-7131589'.
SDSS J220232.36+194448.9,drop,shred,Shred or part of 'IC 1420 NED02'.
